track_name,artists,cluster_label,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
"See You Again, Love Me Like You Do, Sugar - Acoustic Mashup",Megan Davies,3,0.393,0.207,-11.865,0.0392,0.877,0.0,0.104,0.262,163.99
The Reason,Tim Halperin,3,0.423,0.207,-8.811,0.0289,0.887,0.0,0.0948,0.209,149.664
Fix You,Canyon City,14,0.522,0.152,-14.996,0.0303,0.788,2.37e-05,0.148,0.133,144.055
Hand to Hold,JJ Heller,3,0.547,0.313,-7.982,0.0315,0.612,7.97e-06,0.111,0.261,133.737
Hold You in My Arms,Ray LaMontagne,3,0.504,0.321,-13.807,0.0316,0.149,0.000107,0.147,0.577,170.134
One Last Dance,Us The Duo,14,0.466,0.161,-14.498,0.0492,0.979,0.000238,0.231,0.171,139.167
Heaven,Boyce Avenue;Megan Nicole,3,0.619,0.28,-10.238,0.0317,0.73,0.0,0.103,0.292,129.948
The Spark - Bonus Track,Joshua Hyslop,3,0.596,0.429,-10.16,0.0377,0.775,0.0107,0.0962,0.229,148.086
American Beauty,Drew Holcomb & The Neighbors,3,0.645,0.169,-15.744,0.0317,0.844,0.00019,0.109,0.178,167.826
Such A Simple Thing,Ray LaMontagne,14,0.522,0.256,-11.216,0.0258,0.86,0.000806,0.142,0.13,76.349
Colors,Amos Lee,14,0.681,0.168,-13.397,0.0291,0.793,0.000134,0.109,0.29,128.615
Someone You Loved,Boyce Avenue,10,0.736,0.364,-5.966,0.0349,0.741,0.0,0.0932,0.371,110.023
More Than Friends (feat. Meghan Trainor),Jason Mraz;Meghan Trainor,3,0.451,0.528,-6.984,0.0364,0.366,0.0,0.0811,0.527,139.28
Flurry Rush,Days N Daze,1,0.371,0.674,-3.72,0.0488,0.169,0.0,0.0889,0.92,87.603
I Choose You,Sara Bareilles,6,0.731,0.572,-7.889,0.0445,0.105,0.00012,0.133,0.947,154.038
I Do Adore,Mindy Gledhill,10,0.69,0.334,-5.626,0.066,0.947,0.0,0.0895,0.8,74.721
I'll Be Home For Christmas,Dave Barnes,14,0.594,0.307,-13.062,0.0249,0.796,0.0414,0.15,0.24,94.026
Fuck You,Get Dead,1,0.608,0.917,-5.341,0.0601,0.236,0.0,0.13,0.936,117.875
Christmas Comes But Once A Year,Albert King,10,0.687,0.494,-9.421,0.0505,0.324,5.5e-05,0.0867,0.621,93.269
Christmas Comes But Once A Year,Albert King,10,0.687,0.494,-9.421,0.0505,0.324,5.5e-05,0.0867,0.621,93.269
If I Ain't Got You - Acoustic,John Adams,14,0.652,0.15,-12.699,0.0363,0.923,0.0,0.102,0.361,104.018
Believe - Acoustic,John Adams,3,0.765,0.241,-8.865,0.0373,0.873,0.0,0.111,0.182,123.95
Iris - Acoustic,Adam Christopher,3,0.589,0.249,-10.086,0.0329,0.717,0.0,0.106,0.363,150.096
Rain - Long Ver.,Motohiro Hata,2,0.588,0.604,-7.602,0.024,0.343,6.86e-05,0.252,0.351,92.02
C'est si bon,Aoi Teshima,10,0.735,0.203,-13.237,0.0539,0.854,0.00164,0.105,0.479,113.913
Baby (Acoustic Version),Jonah Baker,14,0.655,0.147,-14.409,0.0371,0.88,0.0,0.266,0.328,116.103
Reason,YUZU,13,0.363,0.819,-3.128,0.0634,0.0591,0.0,0.0988,0.468,122.527
I Like Me Better,Boyce Avenue;Emma Heesters,14,0.473,0.263,-8.609,0.033,0.814,0.0,0.142,0.315,87.145
Asan Ka Na Ba,Zack Tabudlo,12,0.676,0.768,-5.695,0.0294,0.149,0.00147,0.345,0.493,105.999
A Thousand Years,Boyce Avenue,3,0.41,0.221,-11.673,0.0315,0.768,0.0,0.106,0.228,139.529
drivers license,Thomas Daniel,3,0.439,0.217,-13.166,0.0413,0.933,0.0,0.126,0.373,144.413
Love Someone,Jason Mraz,2,0.582,0.347,-14.769,0.0305,0.317,0.00678,0.111,0.0797,97.957
The Winner Takes It All - Acoustic,Jae Hall,14,0.426,0.127,-13.287,0.0648,0.863,4.3e-06,0.0993,0.149,62.535
Only Time,Aaron Espe,3,0.696,0.261,-12.107,0.0361,0.737,1.24e-05,0.11,0.361,136.053
Almost Lover,A Fine Frenzy,14,0.549,0.24,-7.778,0.0338,0.947,0.0,0.106,0.167,119.58
Dance Monkey,Roses & Frey,14,0.541,0.192,-13.995,0.0282,0.893,0.0,0.193,0.317,139.938
Ocean,Parachute,12,0.662,0.711,-4.924,0.0279,0.0686,1.17e-05,0.085,0.352,119.989
Dream a Little Dream of Me,Kina Grannis,14,0.665,0.185,-13.852,0.0381,0.913,0.0,0.334,0.458,82.474
Back For Good,The Mayries,3,0.591,0.175,-12.959,0.038,0.927,0.0,0.133,0.352,139.902
OK,Canyon City,14,0.489,0.183,-14.769,0.033,0.907,3.95e-05,0.106,0.486,79.961
Just The Two Of Us,Andrew Foy;Renee Foy,14,0.618,0.083,-23.665,0.057,0.745,0.000123,0.146,0.597,90.865
Hey There Delilah,Boyce Avenue,14,0.664,0.319,-8.149,0.0271,0.862,0.0,0.121,0.258,105.036
Arcade,Andrew Foy;Renee Foy,3,0.408,0.266,-12.9,0.0404,0.875,0.000498,0.104,0.35,143.651
Yellow,Kina Grannis,14,0.623,0.132,-13.668,0.035,0.893,0.0,0.217,0.266,82.105
Wake Me Up,Roses & Frey,14,0.494,0.214,-11.041,0.0363,0.92,1.07e-05,0.107,0.35,125.981
Walking Blind,Aidan Hawken,14,0.374,0.183,-13.225,0.0281,0.897,0.0387,0.109,0.134,82.042
Headphones,Jon Bryant,3,0.559,0.455,-8.937,0.0306,0.421,2.08e-06,0.103,0.396,159.985
Teenage Dream,The Rescues,10,0.642,0.408,-8.168,0.0396,0.729,0.0,0.185,0.411,119.81
The Worth Of The Wait,Ivan & Alyosha,2,0.48,0.618,-7.335,0.0501,0.844,8.93e-05,0.325,0.344,82.051
Can't Help Falling In Love - Piano Version,Kina Grannis,3,0.271,0.0937,-15.035,0.0367,0.939,0.0,0.108,0.147,164.721
Never Come Back Again,Austin Plaine,12,0.594,0.695,-8.872,0.0259,0.19,3.58e-06,0.119,0.172,104.977
Love You To Death,Chord Overstreet,3,0.574,0.344,-8.995,0.0345,0.421,0.0,0.0804,0.0987,147.924
Someone You Loved - Acoustic,Plamina,14,0.647,0.298,-7.91,0.0311,0.861,0.0,0.12,0.31,106.244
What a Wonderful World,Kina Grannis;Imaginary Future,14,0.486,0.0399,-21.56,0.0405,0.953,8.74e-06,0.115,0.155,95.066
You Broke Me First,Andrew Foy;Renee Foy,14,0.734,0.0423,-24.831,0.0583,0.916,0.0,0.108,0.14,123.905
Long Way Down,Joshua Hyslop,14,0.711,0.231,-13.033,0.0346,0.832,0.00115,0.105,0.186,125.062
She Is Love,Parachute,3,0.629,0.174,-9.697,0.141,0.616,0.0,0.118,0.305,134.295
Marigold,Phillip LaRue,3,0.615,0.406,-12.619,0.0358,0.541,1.67e-05,0.0982,0.541,166.035
12:51,krissy & ericka,3,0.503,0.357,-9.36,0.0272,0.727,0.0,0.128,0.438,136.135
サンサーラ,Takehara Pistol,14,0.45,0.183,-9.003,0.0309,0.762,3.41e-06,0.11,0.219,61.192
Sons and Daughters,Allman Brown;Liz Lawrence,3,0.525,0.461,-9.489,0.0878,0.775,2.14e-06,0.362,0.202,147.997
Brand New,Ben Rector,5,0.555,0.934,-5.04,0.113,0.00268,0.0,0.122,0.422,144.874
Gotta Have You,The Weepies;Deb Talan;Steve Tannen,10,0.678,0.363,-10.9,0.0318,0.872,0.000101,0.0798,0.543,75.004
"30,000 Feet",Ben Rector,3,0.555,0.452,-9.636,0.0554,0.694,0.0,0.0595,0.321,179.921
A Thousand Years,Eddy Tyler,3,0.586,0.396,-9.953,0.0319,0.896,0.543,0.0992,0.16,142.591
Jolene,Ray LaMontagne,14,0.588,0.142,-15.196,0.0329,0.863,0.000162,0.0953,0.288,119.656
No Ceiling,Eddie Vedder,10,0.724,0.652,-6.869,0.0247,0.46,0.000142,0.101,0.75,106.911
Front Porch,Joy Williams,14,0.567,0.224,-10.024,0.0299,0.887,0.0,0.109,0.2,124.44
Goodbye Lulu,Days N Daze,10,0.544,0.839,-8.991,0.0568,0.784,0.0,0.341,0.967,87.609
Three More Days,Ray LaMontagne,1,0.555,0.68,-8.358,0.0323,0.126,0.000906,0.0506,0.903,84.518
Isn't She Lovely - Acoustic,Callum J Wright,10,0.69,0.306,-9.193,0.0356,0.805,0.0,0.0968,0.424,115.671
We Could Still Be Happy,Rachael Yamagata,14,0.513,0.317,-17.036,0.0363,0.365,0.003,0.118,0.177,84.853
Fix You - Acoustic,John Adams,3,0.494,0.152,-9.843,0.0313,0.947,0.0,0.123,0.304,134.178
I'm Yours - Acoustic,Lusaint,3,0.634,0.267,-7.396,0.044,0.841,0.0,0.11,0.391,143.514
Closer,Boyce Avenue;Sarah Hyland,2,0.694,0.471,-8.62,0.0281,0.411,0.0,0.233,0.466,95.003
A Sky Full of Stars,Mother's Daughter;Beck Pete,14,0.643,0.11,-14.28,0.0294,0.876,1.38e-05,0.112,0.152,101.995
I Don't Believe in Satan,Aron Wright,2,0.422,0.41,-14.151,0.0467,0.00855,0.0,0.104,0.354,83.952
Pills,The Perishers,2,0.543,0.288,-8.608,0.0258,0.667,0.0,0.113,0.293,95.435
Shallow - Acoustic,Tyler Ward;Madysyn,3,0.332,0.282,-7.257,0.044,0.825,0.0,0.104,0.234,187.057
Watermelon Sugar - Acoustic,Jonah Baker,14,0.43,0.121,-15.148,0.0404,0.908,0.0,0.161,0.461,91.211
Say You Won't Let Go - Acoustic,Matt Johnson;Jaclyn Davies,3,0.432,0.197,-9.251,0.0414,0.87,0.0,0.11,0.348,163.985
Hikare Inochi,Kitri,12,0.592,0.769,-5.268,0.0311,0.319,4.66e-06,0.137,0.385,102.033
Call You Mine (Acoustic Piano),Ben Woodward,10,0.733,0.297,-14.452,0.0359,0.935,2.75e-06,0.108,0.766,103.953
For Now,Kina Grannis,14,0.394,0.249,-10.484,0.0396,0.927,0.0,0.115,0.329,79.549
Sweet Dream,Greg Laswell,14,0.41,0.234,-15.236,0.0421,0.798,0.00304,0.108,0.19,93.72
Love Nwantiti,Andrew Foy,4,0.48,0.158,-15.239,0.0807,0.809,0.886,0.117,0.498,86.107
Stars Are on Your Side,Ross Copperman,2,0.255,0.625,-8.31,0.0323,0.63,0.000211,0.0976,0.191,84.611
We Don't Talk Anymore / Cold (feat. Sara Phillips),Jonah Baker;Sara Phillips,10,0.524,0.328,-10.001,0.0403,0.817,0.0,0.118,0.599,99.941
Superman,Joe Brooks,5,0.464,0.653,-7.514,0.101,0.199,0.0,0.0979,0.416,162.196
Chasing Cars,Boyce Avenue,14,0.659,0.331,-8.987,0.0321,0.809,0.0,0.0996,0.0877,105.01
Calm Me Down,Zack Tabudlo,2,0.592,0.49,-8.508,0.0263,0.395,0.0,0.333,0.437,99.994
KISSして,Masaharu Fukuyama,13,0.467,0.851,-4.203,0.0526,0.000353,0.0,0.33,0.644,93.873
Binibini (Last Day On Earth) (feat. James TW),Zack Tabudlo;James TW,3,0.564,0.391,-7.655,0.0311,0.478,0.0,0.127,0.101,130.03
Left for America,Ciaran Lavery,14,0.498,0.384,-10.752,0.0976,0.818,0.000937,0.13,0.25,79.856
Ramparts,John Frusciante,3,0.386,0.428,-9.949,0.0295,0.951,0.882,0.162,0.73,172.311
Hold On - Acoustic,Chord Overstreet,14,0.702,0.259,-9.73,0.0403,0.878,5.34e-06,0.108,0.246,120.102
Dust to Dust,The Civil Wars,3,0.747,0.265,-14.141,0.0354,0.745,0.0169,0.11,0.2,138.017
Good night,Masaharu Fukuyama,12,0.522,0.498,-7.247,0.0257,0.0758,1.51e-06,0.25,0.221,145.908
As You Are,Zack Tabudlo,2,0.715,0.438,-6.147,0.0373,0.353,1.75e-06,0.108,0.447,81.07
Binibini,Zack Tabudlo,3,0.642,0.374,-10.606,0.032,0.423,1.54e-06,0.435,0.0979,129.863
It Aint Me,Sara Farell,3,0.354,0.415,-6.578,0.0289,0.797,0.0,0.107,0.421,175.537
Say Something,A Great Big World,3,0.447,0.158,-7.571,0.036,0.872,1.58e-06,0.0816,0.142,140.942
The Lotto,Ingrid Michaelson;AJR,1,0.687,0.748,-4.54,0.0785,0.24,0.0,0.373,0.872,88.944
Tamacun,Rodrigo y Gabriela,9,0.588,0.914,-7.442,0.0341,0.832,0.856,0.103,0.971,128.553
Make It Without You,Andrew Belle,14,0.456,0.205,-8.437,0.0313,0.92,0.00011,0.149,0.161,117.663
Dream,Priscilla Ahn,14,0.512,0.248,-10.359,0.0275,0.75,2.96e-05,0.114,0.158,109.692
"Big Love, Small Moments",JJ Heller,3,0.582,0.282,-9.229,0.0316,0.793,2.01e-06,0.0744,0.278,118.019
I Am Not Alone,Priscilla Ahn,14,0.568,0.18,-11.707,0.0284,0.758,6.17e-05,0.111,0.228,112.033
Stand Your Ground,Joshua Hyslop,10,0.71,0.271,-9.541,0.0283,0.658,4.59e-06,0.115,0.686,131.88
Perfect Man,Front Porch Step,12,0.574,0.704,-4.65,0.0318,0.0931,0.000281,0.136,0.338,117.086
あ。っという間はあるさ,Takehara Pistol,1,0.64,0.895,-3.068,0.0316,0.273,0.0,0.247,0.94,115.941
Tell The World,Eric Hutchinson,1,0.669,0.854,-5.899,0.0431,0.0653,0.0,0.288,0.706,120.035
Ain't No Reason,Brett Dennen,3,0.615,0.358,-9.694,0.0552,0.705,0.0,0.113,0.432,146.06
A Month from Now,Rail Yard Ghosts,8,0.415,0.619,-7.624,0.123,0.946,2.75e-05,0.799,0.739,77.009
What If,Five For Fighting,6,0.565,0.895,-5.354,0.04,0.194,0.0,0.101,0.592,149.919
Pussy Cat,The Bridge City Sinners,6,0.586,0.702,-4.418,0.132,0.59,0.0,0.146,0.644,177.598
Polaroid Picture,Frank Turner,12,0.564,0.604,-5.055,0.0549,0.0287,4.74e-06,0.108,0.341,113.091
I Bet On Flying High,Matt Costa,2,0.543,0.359,-6.571,0.0302,0.651,0.0,0.0981,0.346,109.735
I Bet On Flying High,Matt Costa,2,0.543,0.359,-6.571,0.0302,0.651,0.0,0.0981,0.346,109.735
I Bet On Flying High,Matt Costa,2,0.543,0.359,-6.571,0.0302,0.651,0.0,0.0981,0.346,109.735
Mirrors - Acoustic,Jonah Baker,3,0.638,0.287,-11.174,0.0412,0.81,0.0,0.0804,0.445,128.025
To the Wonder (feat. Kina Grannis),Aqualung;Kina Grannis,3,0.515,0.46,-11.261,0.0436,0.891,0.14,0.0874,0.259,140.067
Stay - Acoustic,Jonah Baker,14,0.622,0.221,-14.335,0.0583,0.901,0.0,0.107,0.297,131.827
太陽さん,Ichiko Aoba,3,0.44,0.0353,-20.858,0.0522,0.99,0.00312,0.108,0.362,181.988
Oh What A Love,Kina Grannis,14,0.457,0.064,-19.928,0.0339,0.941,0.108,0.107,0.0647,147.824
Leave The Lights On,Meiko,1,0.649,0.821,-6.483,0.0313,0.0302,0.000141,0.0843,0.661,121.938
I Won't Let You Down,Erin McCarley,14,0.495,0.329,-11.661,0.0386,0.652,7.61e-05,0.0606,0.0919,72.992
Look For The Good (Single Version),Jason Mraz,1,0.71,0.615,-8.23,0.133,0.0384,0.0,0.283,0.746,90.263
Stargazing,Isabella Celander,10,0.69,0.204,-12.427,0.0301,0.932,1.73e-06,0.119,0.525,139.587
Bad Liar,Roses & Frey,14,0.596,0.195,-11.02,0.0264,0.926,0.0,0.139,0.176,82.114
Is It You,Rachael Yamagata,12,0.66,0.743,-8.302,0.0506,0.0329,0.00136,0.098,0.445,130.025
Slow Down Time,Us The Duo,12,0.733,0.657,-6.843,0.0272,0.013,6.73e-05,0.317,0.433,109.954
2002 - Acoustic,Amber Leigh Irish,3,0.589,0.296,-9.335,0.083,0.842,0.0,0.0736,0.611,165.799
Sweeter,Jess Penner,10,0.686,0.377,-9.59,0.0589,0.638,0.0,0.128,0.551,92.042
Heat Waves - Acoustic,Daniel Robinson,3,0.659,0.338,-10.367,0.0376,0.842,0.0,0.277,0.495,145.877
アジアの純真,Yosui Inoue;Tamio Okuda,1,0.732,0.83,-6.63,0.0309,0.201,3.04e-05,0.0802,0.871,111.664
If the World Was Ending - Acoustic,Jonah Baker;Celine,3,0.522,0.202,-13.38,0.0861,0.918,0.0,0.185,0.457,147.992
Comes And Goes (In Waves),Greg Laswell,2,0.565,0.698,-8.596,0.0295,0.54,0.0183,0.124,0.155,120.013
ながれ星,Masaharu Fukuyama,3,0.474,0.408,-11.42,0.0332,0.603,2.77e-05,0.104,0.238,143.881
Dusk Till Dawn - Acoustic,Blame Jones,3,0.543,0.244,-8.062,0.0511,0.864,0.0,0.112,0.29,126.341
Don't Wanna Leave You,Ben Woodward,0,0.672,0.644,-9.063,0.236,0.795,0.0,0.146,0.549,148.135
Passenger Seat,Stephen Speaks,6,0.515,0.769,-5.696,0.031,0.0456,0.00436,0.0961,0.644,153.046
Love,Matt White,1,0.759,0.684,-5.751,0.0315,0.269,0.0,0.13,0.759,107.948
Hallelujah,Boyce Avenue,14,0.62,0.21,-9.633,0.0274,0.911,2.22e-06,0.108,0.163,98.558
Ashes,Madi Diaz,14,0.497,0.254,-11.716,0.0341,0.891,0.0441,0.122,0.0676,110.864
明日の☆SHOW,Masaharu Fukuyama,12,0.644,0.603,-5.83,0.0263,0.306,0.0,0.262,0.516,113.413
Love Me Like You Do,Boyce Avenue,14,0.45,0.254,-9.873,0.0414,0.827,0.0,0.204,0.248,92.644
Lost Sparks,Canyon City,3,0.548,0.3,-12.71,0.0298,0.757,9.28e-06,0.0851,0.264,135.902
Who We Are,Tristan Prettyman,12,0.521,0.507,-7.007,0.0319,0.0162,4.43e-05,0.148,0.153,108.168
Heart (Original Version),Masaharu Fukuyama,1,0.587,0.842,-6.04,0.0268,0.278,0.0,0.163,0.693,97.013
It'll Be Alright,JJ Heller,3,0.543,0.324,-11.258,0.0316,0.452,2.81e-05,0.412,0.181,139.883
Everybody,Ingrid Michaelson,12,0.742,0.636,-6.744,0.0331,0.446,0.0,0.0817,0.48,95.002
Kabilugan Ng Buwan,Mark Oblea,2,0.707,0.402,-9.773,0.0251,0.677,0.0,0.104,0.313,94.99
Keep Breathing,Ingrid Michaelson,14,0.52,0.308,-11.996,0.0331,0.776,0.00285,0.115,0.187,125.93
Fast Car,Boyce Avenue;Kina Grannis,3,0.392,0.251,-9.845,0.0363,0.807,0.0,0.0797,0.508,204.961
Just the Way You Are,Boyce Avenue,14,0.531,0.296,-7.594,0.0304,0.84,0.0,0.124,0.212,106.359
The Ladder,Andrew Belle,12,0.681,0.608,-8.369,0.0339,0.62,0.000425,0.136,0.315,123.991
HELLO (Original Version),Masaharu Fukuyama,13,0.569,0.861,-4.547,0.0406,0.0425,0.0,0.204,0.511,77.983
接吻,Hanare Gumi,10,0.707,0.296,-11.633,0.078,0.283,0.0,0.0601,0.65,88.006
Can't Keep It Inside,Brett Dennen;Benedict Cumberbatch,14,0.519,0.0646,-18.898,0.0433,0.982,3.84e-06,0.105,0.395,121.696
明日天気になれ,Hanare Gumi,1,0.608,0.705,-5.178,0.0253,0.078,8.36e-05,0.179,0.621,111.204
IT'S ONLY LOVE,Masaharu Fukuyama,12,0.585,0.734,-5.365,0.032,0.0334,0.0,0.0934,0.413,117.84
それがすべてさ,Masaharu Fukuyama,13,0.527,0.89,-5.651,0.0665,0.00433,0.0,0.118,0.425,102.644
I Don't Wanna Love Somebody Else,A Great Big World,14,0.495,0.22,-11.16,0.0355,0.847,1.4e-06,0.0957,0.345,126.618
Burn It All!,RENT STRIKE,2,0.628,0.424,-8.539,0.0416,0.395,4.28e-06,0.106,0.157,99.696
Carried Me With You,Brandi Carlile,12,0.639,0.666,-7.775,0.0636,0.271,0.0,0.111,0.372,98.384
"O, Pennsyltucky!",Mischief Brew,5,0.245,0.624,-5.606,0.0368,0.11,0.0,0.363,0.462,162.586
"I Believed You, William Blake",Frank Turner,3,0.387,0.526,-7.611,0.0301,0.244,0.000386,0.105,0.334,130.719
Pepperspray,Get Dead,6,0.539,0.675,-6.987,0.0709,0.188,0.0,0.198,0.719,142.041
Stickup,Get Dead,5,0.487,0.837,-5.865,0.0623,0.0133,0.0,0.102,0.207,160.025
Heaven - Acoustic,Grace George,3,0.529,0.24,-9.066,0.037,0.938,0.0,0.0659,0.487,131.266
Soldier's Eyes,Jack Savoretti,10,0.666,0.289,-12.404,0.0317,0.641,8.2e-06,0.109,0.415,109.965
Asleep Among Endives,Ichiko Aoba,14,0.451,0.0318,-19.933,0.0421,0.983,0.0532,0.0989,0.148,123.985
Symphony - Acoustic,Thomas Daniel,14,0.359,0.208,-10.567,0.036,0.943,0.0,0.0931,0.105,83.155
When I Was Your Man,Boyce Avenue;Fifth Harmony,3,0.403,0.237,-10.001,0.0391,0.906,0.0,0.111,0.163,144.174
Save Your Tears - Acoustic,Amber Leigh Irish,14,0.693,0.111,-12.356,0.0379,0.937,1.47e-06,0.0858,0.247,110.813
Koi,Gen Hoshino,6,0.598,0.819,-2.619,0.0911,0.00081,0.0,0.218,0.878,158.115
July Bones,Richard Walters,14,0.596,0.27,-11.486,0.0265,0.785,0.134,0.0647,0.155,100.006
Autumn Breeze,Kaiak;Viktoria Tolstoy,14,0.589,0.334,-10.08,0.029,0.832,0.0,0.133,0.208,80.036
Save Your Tears,Boyce Avenue,10,0.735,0.275,-8.994,0.0304,0.746,0.0,0.131,0.294,116.004
You're Still The One - Acoustic,Bailey Rushlow,14,0.605,0.168,-11.388,0.0496,0.887,0.0,0.12,0.398,119.836
Somebody Loved,Kina Grannis,14,0.612,0.107,-15.867,0.0302,0.936,0.0,0.109,0.637,78.393
Rise,Boyce Avenue,14,0.568,0.177,-11.277,0.0374,0.93,0.0,0.0905,0.354,103.822
Bohemian Rhapsody - Acoustic,John Adams,14,0.451,0.0665,-13.862,0.0516,0.967,1.06e-06,0.109,0.349,64.289
As It Was - Acoustic,Amber Leigh Irish,14,0.595,0.0477,-14.672,0.0662,0.923,0.0,0.0909,0.513,118.162
Wish List,Canyon City,3,0.307,0.11,-15.253,0.0388,0.733,6.04e-06,0.111,0.32,201.008
Beautiful Disaster,Chord Overstreet,3,0.3,0.27,-14.397,0.0371,0.9,4.47e-05,0.1,0.214,144.589
Fake a smile,Wayne Mack,3,0.731,0.191,-11.359,0.122,0.735,0.671,0.131,0.274,149.91
Marigold,Aimyon,13,0.545,0.745,-3.098,0.0286,0.0452,0.0,0.0907,0.413,106.094
River Flows In You,Sungha Jung,4,0.356,0.23,-16.957,0.0519,0.923,0.801,0.112,0.11,129.532
Kill Me Pretty,Tamio Okuda,5,0.432,0.796,-7.262,0.0606,0.000153,0.00209,0.266,0.271,141.868
No Matter Where You Are,Us The Duo,12,0.693,0.664,-5.852,0.0336,0.0309,0.0,0.223,0.436,132.059
I Like You,Ben Rector,3,0.624,0.334,-11.89,0.0391,0.321,3.27e-06,0.113,0.397,157.92
The Mess I Made,Parachute,5,0.423,0.572,-5.109,0.0347,0.0158,0.0,0.231,0.17,165.394
Dream a Little Dream of Me,Zee Avi,14,0.555,0.0879,-12.141,0.0477,0.968,0.0,0.096,0.428,84.174
"Here, Right Now",Joshua Radin,14,0.496,0.391,-9.844,0.0311,0.826,0.0126,0.108,0.492,108.868
Wonderful Tonight,Boyce Avenue,14,0.671,0.299,-10.582,0.0284,0.753,1.71e-06,0.0975,0.286,95.008
Salvation,Gabrielle Aplin,3,0.379,0.267,-8.981,0.0293,0.605,0.00322,0.152,0.229,135.198
Wilderness,Jon Bryant,14,0.499,0.209,-16.668,0.0305,0.882,0.00491,0.088,0.138,82.892
恋人 (Original Version),Masaharu Fukuyama,2,0.649,0.336,-12.053,0.0299,0.27,0.0,0.137,0.47,71.967
I Just Called To Say I Love You,Bailey Pelkman;Randy Rektor,3,0.746,0.257,-9.878,0.0312,0.772,0.0,0.107,0.348,132.032
Fall on Me,A Great Big World;Christina Aguilera,2,0.393,0.268,-6.741,0.0385,0.697,0.0,0.11,0.225,110.456
Song To Sing When I'm Lonely,John Frusciante,12,0.629,0.673,-4.379,0.0262,0.294,0.0109,0.139,0.419,114.243
A Drop In the Ocean,Ron Pope,3,0.458,0.363,-6.473,0.032,0.892,3.79e-06,0.155,0.492,134.252
Have Yourself a Merry Little Christmas,Tres Hermanas,14,0.452,0.268,-9.405,0.0311,0.961,2.85e-05,0.119,0.265,66.805
Message (Original Version),Masaharu Fukuyama,1,0.616,0.791,-6.246,0.0293,0.0599,3.97e-06,0.318,0.589,126.764
Beautiful In White,Matt Johnson,3,0.619,0.278,-7.072,0.0267,0.836,0.0,0.121,0.233,129.948
Heaven Is a Place on Earth,The Mayries,14,0.634,0.176,-14.703,0.0307,0.931,1.6e-06,0.136,0.335,107.974
Passenger Seat (Acoustic),Stephen Speaks,3,0.549,0.437,-8.64,0.0313,0.682,1.59e-05,0.224,0.688,153.604
Guaranteed - Humming Version,Eddie Vedder,4,0.292,0.339,-13.153,0.032,0.923,0.879,0.111,0.343,100.69
"Hang Me, Oh Hang Me",Dave Van Ronk,14,0.504,0.0273,-21.441,0.0415,0.931,1.1e-05,0.109,0.395,120.24
The Afterglow,John Frusciante;Josh Klinghoffer,12,0.636,0.869,-5.095,0.0284,0.129,0.0554,0.272,0.369,124.183
Eat the Meek,Frank Turner,13,0.486,0.913,-6.416,0.0616,2.45e-05,0.289,0.225,0.334,136.073
The Trouble with Wanting,Joy Williams,3,0.396,0.198,-9.096,0.031,0.912,0.0,0.0972,0.19,138.624
You Are the Best Thing,Ray LaMontagne,6,0.578,0.727,-4.872,0.0332,0.0304,1.99e-05,0.172,0.885,170.593
Boycott Me!,Mischief Brew,10,0.684,0.509,-7.608,0.0334,0.571,0.0,0.402,0.69,132.297
To Risk to Live,Days N Daze;Freddie Boatright,10,0.623,0.567,-7.779,0.037,0.831,6.44e-06,0.104,0.929,129.949
"The Legend of Olog-hai, Pt. 1",The Bridge City Sinners,3,0.228,0.574,-7.959,0.0421,0.517,0.00148,0.128,0.389,182.379
No Christmas For Me,Zee Avi,10,0.809,0.313,-12.182,0.0428,0.876,0.0,0.112,0.35,114.955
This One's for Johnny,Get Dead,13,0.482,0.772,-5.128,0.0318,0.0265,0.0,0.269,0.586,129.91
Graveyard - Acoustic,Highland Peak,14,0.425,0.249,-12.219,0.0355,0.87,0.00175,0.124,0.235,123.632
bouquet,Ichiko Aoba,14,0.298,0.044,-20.176,0.035,0.983,0.124,0.101,0.115,85.708
こころをこめて,Aoi Teshima,3,0.468,0.254,-11.839,0.0303,0.938,0.000442,0.107,0.242,135.862
Paradise,AcousticTrench,4,0.507,0.191,-16.342,0.0408,0.99,0.933,0.108,0.221,132.131
Better,Parachute,14,0.515,0.249,-10.108,0.044,0.793,0.0,0.102,0.213,108.89
Laid,Matt Nathanson,1,0.565,0.89,-5.481,0.0285,0.00537,6.61e-05,0.213,0.744,119.862
Same For You,Lee DeWyze,10,0.635,0.433,-7.682,0.029,0.86,0.43,0.0877,0.489,130.111
2U - Acoustic Version,Clementine Duo,14,0.657,0.192,-13.108,0.0365,0.894,0.0,0.157,0.305,130.087
Duet,Rachael Yamagata,14,0.459,0.14,-15.482,0.0367,0.895,0.00565,0.138,0.146,128.904
I'll Say I Do,Brandon Chase,2,0.391,0.31,-8.706,0.0268,0.614,3.6e-06,0.1,0.295,83.46
Anyone,Bailey Jehl,3,0.371,0.208,-13.167,0.0462,0.912,0.0,0.105,0.309,199.805
Start of Time,Gabrielle Aplin,2,0.453,0.461,-9.328,0.0329,0.165,0.0,0.109,0.0844,106.84
Give Me Your Forever,Zack Tabudlo,2,0.627,0.363,-8.127,0.0291,0.279,0.0,0.0928,0.301,99.905
Heat Waves,Bailey Jehl,14,0.706,0.248,-12.724,0.0386,0.879,0.0,0.101,0.401,125.515
